countrycode,year,Y,K,L,A,PA,gY,gK,gL,gA,gPA,gPA_lag1,gPA_lag2,gPA_lag3
FRA,1988,1477762.25,9331721,106505.19564023176,0.924843966960907,6358.4716796875,4.967089902874378,2.600904257502279,2.3517317145294925,1.8961194755645006,4.004325659200703,7.7374492334239875,4.490533438008093,8.638571543095708
FRA,1989,1532214.375,9600979,107688.86133857748,0.9448515176773072,6710.337646484375,3.61850426735586,2.8445615856842466,1.1052386459875052,2.140275208042229,5.386122307196928,4.004325659200703,7.7374492334239875,4.490533438008093
FRA,1990,1581094.75,9881229,109009.92711407912,0.9511014223098756,6644.193115234375,3.140349386431396,2.8771824295258597,1.2192796749534551,0.6592913926500903,-0.9906012172368861,5.386122307196928,4.004325659200703,7.7374492334239875
FRA,1991,1586835.25,10141223,109006.26992393356,0.9489753246307372,6690.8212890625,0.3624137075727063,2.5971705593708094,-0.003354971048530331,-0.22379080949170016,0.6993372853198565,-0.9906012172368861,5.386122307196928,4.004325659200703
FRA,1992,1615930,10378971,108444.24719751671,0.9562434554100036,6561.03173828125,1.816901839793239,2.3173137545867917,-0.5169212612866403,0.7629744272606216,-1.9588762525506453,0.6993372853198565,-0.9906012172368861,5.386122307196928
FRA,1993,1612599,10569411,107107.92635235378,0.9497119784355164,6838.25927734375,-0.20634791770088867,1.8182334707297798,-1.2399206592487388,-0.68537830697772,4.138533986330195,-1.9588762525506453,0.6993372853198565,-0.9906012172368861
FRA,1994,1645412.25,10762340,107811.49177446576,0.9600873589515686,7172.954345703125,2.014379757114426,1.8088928625896727,0.6547271917449748,1.0865521197750985,4.77844047521323,4.138533986330195,-1.9588762525506453,0.6993372853198565
FRA,1995,1682645,10953105,107815.09869088208,0.9722467064857484,7648.250732421875,2.23759993780579,1.7569974501373764,0.003345520985043038,1.258530628263002,6.415934688099867,4.77844047521323,4.138533986330195,-1.9588762525506453
FRA,1996,1720381.5,11140189,108567.09791094191,0.9734165668487548,8071.679443359375,2.217910845523008,1.6936222533569634,0.6950685032480308,0.12025313115743494,5.388461082952389,6.415934688099867,4.77844047521323,4.138533986330195
FRA,1997,1819024.125,11323192,109704.47155535466,0.9811744093894958,8614.34765625,5.575409367333961,1.6293811581164164,1.042173235471644,0.7938114288373769,6.506757516921091,5.388461082952389,6.415934688099867,4.77844047521323
FRA,1998,1921072.875,11534435,111323.41442813654,0.9965274930000304,9078.07568359375,5.45836568079352,1.8483897239942593,1.464948025495083,1.5526497723572497,5.24330957719954,6.506757516921091,5.388461082952389,6.415934688099867
FRA,1999,2011288.125,11779616,113829.73026511776,1.004153609275818,9369.0029296875,4.589155598029038,2.103367100401954,2.2264129328380733,0.7623556999687638,3.154443863570755,5.24330957719954,6.506757516921091,5.388461082952389
FRA,2000,2128715.25,12052053,115473.45702264868,1.0214470624923706,9011.2783203125,5.674325370963018,2.2864438799704345,1.4336956518720356,1.7075303772809285,-3.8929740164494575,3.154443863570755,5.24330957719954,6.506757516921091
FRA,2001,2185648.25,12322481,116157.3268896082,1.0254541635513306,8615.83642578125,2.639383774073245,2.2190298832558852,0.590484427379856,0.3915290221998151,-4.487498476794549,-3.8929740164494575,3.154443863570755,5.24330957719954
FRA,2002,2197271.75,12568634,114778.10850460366,1.0348200798034668,8689.73974609375,0.5304010682312565,1.9779027555753004,-1.194476526498356,0.9091974819309817,0.8541035426288701,-4.487498476794549,-3.8929740164494575,3.154443863570755
FRA,2003,2144133.75,12813933,115771.46997635068,1.0284968614578247,9050.80078125,-2.4480852492368754,1.9328749289950764,0.8617388290060646,-0.612919713357911,4.071024775038978,0.8541035426288701,-4.487498476794549,-3.8929740164494575
FRA,2004,2188098.25,13072357,118423.89857930636,1.0332629680633545,9217.607421875,2.029716291520245,1.9966753479241817,2.265238666792868,0.4623346547976359,1.826226726747926,4.071024775038978,0.8541035426288701,-4.487498476794549
FRA,2005,2372596.75,13341555,119947.26547824508,1.032423734664917,9617.9423828125,8.095224286513414,2.038375238450385,1.2781643655001673,-0.08125466882302618,4.251484709861231,1.826226726747926,4.071024775038978,0.8541035426288701
FRA,2006,2432615.5,13627169,120515.79836885713,1.0443789958953855,9934.65673828125,2.4981985526524753,2.1181920129304643,0.472865928673194,1.1513268078279397,3.2398972375668578,4.251484709861231,1.826226726747926,4.071024775038978
FRA,2007,2546277.75,13941623,124693.53655144638,1.0364830493927002,10386.69482421875,4.5665570914286135,2.281330556179384,3.4078168225013528,-0.7589147409253885,4.449631860811998,3.2398972375668578,4.251484709861231,1.826226726747926
FRA,2008,2568574.25,14244773,126528.6004112499,1.0192081928253174,11035.71337890625,0.8718391550809557,2.1511206305120822,1.4609353463072239,-1.6807254772795113,6.061104128898265,4.449631860811998,3.2398972375668578,4.251484709861231
FRA,2009,2487517.5,14461299,124904.8027783139,0.992171823978424,11114.7734375,-3.2065753228527782,1.5086014313713036,-1.291650343940809,-2.6885021330487686,0.7138479165405442,6.061104128898265,4.449631860811998,3.2398972375668578
FRA,2010,2591608.5,14687638,126487.43874274388,0.9970264434814452,11278.880859375,4.099350021367698,1.5530140884237653,1.2591135379684815,0.48809907192237717,1.4656862835767726,0.7138479165405442,6.061104128898265,4.449631860811998
FRA,2011,2665867.25,14921119,128862.98626331727,1.0002549886703491,12053.90087890625,2.8250701402923184,1.5771404358336127,1.8606713159787347,0.32329424876950663,6.645630538638514,1.4656862835767726,0.7138479165405442,6.061104128898265
FRA,2012,2701083,15147027,129725.70237794708,0.9923776984214784,12233.1748046875,1.3123376879493165,1.5026683111241113,0.6672521679277565,-0.7906455951784405,1.4763175623770053,6.645630538638514,1.4656862835767726,0.7138479165405442
FRA,2013,2675257,15357736,129319.37215983692,0.994069278240204,12629.1220703125,-0.9607353198397561,1.38150459478652,-0.3137141689199652,0.17031214499916603,3.1853914926948335,1.4763175623770053,6.645630538638514,1.4656862835767726
FRA,2014,2680612.5,15560292,129880.7534439237,0.9949484467506408,12900.64697265625,0.19998626870663117,1.3102963618642605,0.4331650384463259,0.08840228587670557,2.1272040538592663,3.1853914926948335,1.4763175623770053,6.645630538638514
FRA,2015,2730343.75,15760554,131148.04897192254,0.9938085079193116,12458.18408203125,1.8382203834555355,1.2787951455166535,0.9710081596919551,-0.11463833763036296,-3.4899700095746056,2.1272040538592663,3.1853914926948335,1.4763175623770053
FRA,2016,2765765.25,15971412,133141.17697803554,0.9886794686317444,11420.80322265625,1.2889842771699023,1.329013800189216,1.508321639490262,-0.5174357465931332,-8.694122644538993,-3.4899700095746056,2.1272040538592663,3.1853914926948335
FRA,2017,2869816.5,16207717,133920.5675514665,1,10415.73095703125,3.693073065246466,1.4687112742503672,0.5836798434060597,1.13850963189972,-9.211928113345103,-8.694122644538993,-3.4899700095746056,2.1272040538592663
FRA,2018,2902140.75,16456631,135300.88609662873,1.0033658742904663,7679.296142578125,1.1200563874403713,1.5241009451667509,1.0254239559383649,0.3360222414382077,-30.47893604966827,-9.211928113345103,-8.694122644538993,-3.4899700095746056
FRA,2019,2946958.25,16726649,138698.89429796202,0.9943860173225404,4430.23193359375,1.5324882386137162,1.6274699779685875,2.480427111214034,-0.899002272030004,-55.007595695823674,-30.47893604966827,-9.211928113345103,-8.694122644538993
GBR,1980,1246676.5,5801163.5,132877.16310737722,0.8500968217849731,3565.171508789063,NA,NA,NA,NA,NA,NA,NA,NA
GBR,1981,1220936.75,5878170,127570.78833788882,0.858379065990448,3772.94287109375,-2.0862818442751063,1.3186988097880104,-4.075370261428901,0.9695552796265855,5.664313759415407,NA,NA,NA
GBR,1982,1222761.375,5979037,125859.18886388012,0.875592827796936,3848.947631835938,0.14933312101153007,1.7014029225078886,-1.350767985168666,1.9855370652544224,1.994446919412951,5.664313759415407,NA,NA
GBR,1983,1250671.125,6099056.5,125411.59549636077,0.9057994484901428,4186.38330078125,2.2568584039850847,1.9874568879723498,-0.35626413319711503,3.3916747828522222,8.40374185923558,1.994446919412951,5.664313759415407,NA
GBR,1984,1266116.875,6256941,129444.74448139912,0.8983264565467834,4231.2642822265625,1.2274330551370838,2.555732044759118,3.165301454598435,-0.8284382661269157,1.0663645941251687,8.40374185923558,1.994446919412951,5.664313759415407
GBR,1985,1287015.5,6426020.5,132039.325597306,0.9117894172668456,4496.7357177734375,1.6371334267166304,2.666404332079253,1.9845692865429143,1.4875521696920788,6.085090441072083,1.0663645941251687,8.40374185923558,1.994446919412951
GBR,1986,1301847.875,6596319,133271.60774028703,0.92268168926239,4811.0059814453125,1.145872542887716,2.6156315318409895,0.9289409892941691,1.1875248359277086,6.755446850288038,6.085090441072083,1.0663645941251687,8.40374185923558
GBR,1987,1359725.25,6806586,137180.5412902205,0.9414405226707458,4799.60302734375,4.349795979754489,3.137890669989396,2.890866860126451,2.0126863503157435,-0.23729941447143688,6.755446850288038,6.085090441072083,1.0663645941251687
GBR,1988,1408895.25,7087939,143263.94394144794,0.9511447548866272,5142.3466796875,3.5523229366962283,4.050393429910137,4.3390812860440775,1.0255091147336888,6.89763158900174,-0.23729941447143688,6.755446850288038,6.085090441072083
GBR,1989,1430370.25,7390801.5,148387.20170722445,0.9348752498626708,5055.52685546875,1.512744019585277,4.18415792829272,3.513639438614824,-1.7253166522087229,-1.702745608276679,6.89763158900174,-0.23729941447143688,6.755446850288038
GBR,1990,1445536.75,7647216,149060.9018549429,0.920073628425598,4826.011962890625,1.0547379037152638,3.4105473580426704,0.45298745674546836,-1.5959400042156249,-4.646162562273659,-1.702745608276679,6.89763158900174,-0.23729941447143688
GBR,1991,1401682.75,7835370.5,144306.01446790525,0.9148064851760864,4781.36572265625,-3.0807226753733374,2.430650246676258,-3.241881450113837,-0.5741146440991413,-0.9294224310405497,-4.646162562273659,-1.702745608276679,6.89763158900174
GBR,1992,1399794.875,8027692.5,141678.5772662832,0.9176002144813538,5074.66845703125,-0.1347771096886774,2.424896426147427,-1.8375193672449441,0.30492482596184145,5.953497239886474,-0.9294224310405497,-4.646162562273659,-1.702745608276679
GBR,1993,1438639.75,8219691,141390.5585494311,0.9311479926109314,5258.457763671875,2.737234107027753,2.363549035811374,-0.2034971530294527,1.4656426001316183,3.5576588804968168,5.953497239886474,-0.9294224310405497,-4.646162562273659
GBR,1994,1479402.125,8452176,144752.8059162913,0.9409600496292114,5644.38916015625,2.7939987464174365,2.7891305890095808,2.3501520820987665,1.0482457896695594,7.082419980472743,3.5576588804968168,5.953497239886474,-0.9294224310405497
GBR,1995,1626361,8693445,148123.52809390193,0.9390386939048768,6023.000244140625,9.470696713988325,2.8145370389129454,2.3019074087486047,-0.20439975291290657,6.492353185656086,7.082419980472743,3.5576588804968168,5.953497239886474
GBR,1996,1724950,8959383,150948.14522843124,0.9365905523300172,6401.9609375,5.885306085237474,3.0132069608757917,1.888979383206646,-0.2610476425476946,6.101882532388103,6.492353185656086,7.082419980472743,3.5576588804968168
GBR,1997,1829166.375,9163011,155122.59164552958,0.956074059009552,6660.822021484375,5.86622657238749,2.2473473453921144,2.7279349400554764,2.0589168133949896,3.963856366497609,6.101882532388103,6.492353185656086,7.082419980472743
GBR,1998,1879454.625,9404180,157867.104169104,0.9664078950881958,7435.531494140625,2.7121311391749003,2.5979434823245384,1.7537848085458663,1.0750619099318528,11.002715919777017,3.963856366497609,6.101882532388103,6.492353185656086
GBR,1999,1958917.875,9640411,160801.85216951714,0.9739572405815125,7732.5517578125,4.141057451311525,2.4809471282594586,1.8419308906377552,0.7781405105053772,3.916885631362277,11.002715919777017,3.963856366497609,6.101882532388103
GBR,2000,2075158.75,9890288,162682.4345106218,0.9869716167449952,8253.26611328125,5.7645440595592845,2.5589522965802303,1.16271708085538,1.327388008419035,6.517009542420915,3.916885631362277,11.002715919777017,3.963856366497609
GBR,2001,2121908.25,10140705,165138.85944962653,0.9920658469200134,7682.66796875,2.227814496492009,2.5004256839203265,1.4986646444812735,0.5148201102797441,-7.164213592340829,6.517009542420915,3.916885631362277,11.002715919777017
GBR,2002,2123617,10387785,165560.80901041502,1.0005724430084229,7236.069580078125,0.0804965224158849,2.407307425489691,0.2551860978460496,0.8538075182045763,-5.988869528990115,-7.164213592340829,6.517009542420915,3.916885631362277
GBR,2003,2166739.25,10635793,167068.31880529644,1.0175020694732666,7383.059326171875,2.010262070296953,2.3594414359255467,0.9064270025348264,1.6778392987479753,2.0109912247498585,-5.988869528990115,-7.164213592340829,6.517009542420915
GBR,2004,2220801.25,10881525,169453.41402765777,1.022314190864563,6826.337890625,2.4644666518049974,2.2841386059170077,1.417522214661382,0.4718199782902388,-7.839974576448938,2.0109912247498585,-5.988869528990115,-7.164213592340829
GBR,2005,2377112.25,11144025,172594.8416430432,1.0304566621780396,7018.3203125,6.801835646347598,2.3837082787927955,1.8368846460001365,0.7933193328042303,2.7735567893564905,-7.839974576448938,2.0109912247498585,-5.988869528990115
GBR,2006,2415816.25,11415205,174907.25026219577,1.0383824110031128,7802.92724609375,1.6150811062733084,2.4042758811962273,1.3308942913457855,0.7662062944055525,10.59750335693419,2.7735567893564905,-7.839974576448938,2.0109912247498585
GBR,2007,2412173.5,11698124,177952.7436137024,1.0403612852096558,7933.888671875,-0.15090134320399073,2.448224842062885,1.7262194805416797,0.1903914184240088,1.664433896253037,10.59750335693419,2.7735567893564905,-7.839974576448938
GBR,2008,2496842.75,11934048,180449.67890409823,1.0197243690490725,8028.327392578125,3.4498825459317928,1.9967004146234757,1.393392194129639,-2.0035678096182066,1.1832921224240067,1.664433896253037,10.59750335693419,2.7735567893564905
GBR,2009,2321851.75,12079841,176743.07086952208,0.984758198261261,8131.55126953125,-7.266199832900533,1.2142538954918791,-2.0754850662703106,-3.4891516300860057,1.2775501978460113,1.1832921224240067,1.664433896253037,10.59750335693419
GBR,2010,2481864.75,12244237,179052.2685432645,0.9909491539001464,8644.078125,6.664515753786837,1.3517347146915881,1.2980665244230138,0.6267098105764136,6.112276324627963,1.2775501978460113,1.1832921224240067,1.664433896253037
GBR,2011,2517183.5,12393157,180152.3261978937,0.994721293449402,9103.6650390625,1.413042479411608,1.2089088129052072,0.6124983420734864,0.37993656922431696,5.180260732062081,6.112276324627963,1.2775501978460113,1.1832921224240067
GBR,2012,2585394.25,12549945,184345.68767658365,0.989591658115387,9321.12548828125,2.673739309112122,1.2571817653714845,2.3009982690087583,-0.5170199344451584,2.360629796623037,5.180260732062081,6.112276324627963,1.2775501978460113
GBR,2013,2685292,12724573,188195.8911251606,0.9925957918167114,10223.02099609375,3.7911463537462,1.381872278335905,2.067066205978385,0.3031132097554572,9.235875563046214,2.360629796623037,5.180260732062081,6.112276324627963
GBR,2014,2700870.5,12936150,193675.0505041941,0.9959569573402404,10131.72412109375,0.5784654080121854,1.6490711873458963,2.8698362863911697,0.33805175405831545,-0.8970634288225199,9.235875563046214,2.360629796623037,5.180260732062081
GBR,2015,2807567.5,13176753,196834.1675299625,1.0009430646896362,9731.984619140623,3.8744321628501055,1.8428422849964932,1.6179827760820942,0.49938581367157536,-4.02536588157183,-0.8970634288225199,9.235875563046214,2.360629796623037
GBR,2016,2827233.5,13438341,199736.9755718268,0.9996384978294371,8857.945556640625,0.6980221608401393,1.9657749371113198,1.463979382860714,-0.13041878117366282,-9.410298523223126,-4.02536588157183,-0.8970634288225199,9.235875563046214
GBR,2017,2942276.25,13706323,202216.0555542513,1,7842.4130859375,3.9884844786906015,1.974536923130188,1.2335328882599583,0.036156752822428154,-12.176828066814949,-9.410298523223126,-4.02536588157183,-0.8970634288225199
GBR,2018,2974124.5,13962962,204374.956046226,0.9974656105041504,5545.956665039063,1.0766193493369158,1.855099327089249,1.0619618829446509,-0.2537606497480885,-34.64774451473982,-12.176828066814949,-9.410298523223126,-4.02536588157183
GBR,2019,2989895.5,14219198,207597.1501180213,0.9925231337547302,3411.8310546875,0.5288726986290015,1.8184770869012823,1.564309685515397,-0.4967351625953455,-48.58200200657823,-34.64774451473982,-12.176828066814949,-9.410298523223126
JPN,1980,2456738.75,9613282,370650.0227692544,0.8654742240905762,12884.29833984375,NA,NA,NA,NA,NA,NA,NA,NA
JPN,1981,2455290.25,10099709,374855.2571433648,0.8747483491897583,15010.1875,-0.05897766654019421,4.936092762239852,1.1281687976229193,1.065865141822503,15.27197501986155,NA,NA,NA
JPN,1982,2421859.5,10560476,380182.6364953309,0.8775538206100464,15529.9716796875,-1.37093488249036,4.461174146885583,1.4111789105072603,0.32020434211628424,3.404267633195346,15.27197501986155,NA,NA
JPN,1983,2383653,11007563,389269.70457503246,0.8779266476631165,17868.55322265625,-1.5901448621232106,4.146422898201152,2.3620671719402964,0.04247578545174546,14.027055108311792,3.404267633195346,15.27197501986155,NA
JPN,1984,2393857.75,11468706,395479.7286530283,0.889444887638092,21258.25732421875,0.42720010707295586,4.103952673339961,1.5827099574067915,1.3034501033672583,17.37030352013793,14.027055108311792,3.404267633195346,15.27197501986155
JPN,1985,2468670,11952732,397351.7434476911,0.9136502146720886,22206.8515625,3.0773358090357306,4.133776275976331,0.4722361156115795,2.6850254535644753,4.365547034754158,17.37030352013793,14.027055108311792,3.404267633195346
JPN,1986,2688586.25,12472975,401566.1454211313,0.9181227087974548,24086.2333984375,8.533595376016656,4.260443231722633,1.055037350974608,0.4883250489949434,8.123957879941557,4.365547034754158,17.37030352013793,14.027055108311792
JPN,1987,2875265.75,13066164,406349.1445215035,0.932382881641388,28901.3994140625,6.712960692097525,4.646168418837604,1.18404863480297,1.5412496133601004,18.2249567574992,8.123957879941557,4.365547034754158,17.37030352013793
JPN,1988,3163071.5,13767501,412623.63505602186,0.9596763253211976,31566.767578125,9.539844442964984,5.2284826788739025,1.5323130293200649,2.885251895144426,8.821489171354813,18.2249567574992,8.123957879941557,4.365547034754158
JPN,1989,3391143.5,14513620,417107.75083790254,0.9714718461036682,34190.3955078125,6.962363095870749,5.2776704106126004,1.080870150001978,1.2216222089795967,7.9839863231145,8.821489171354813,18.2249567574992,8.123957879941557
JPN,1990,3658643.5,15300169,419675.9603218929,0.9870508313179016,35114.9326171875,7.592527014984007,5.277635519356849,0.6138306742009547,1.5909250359699214,2.668169916828411,7.9839863231145,8.821489171354813,18.2249567574992
JPN,1991,3886576,16078454,426434.0641038497,0.9851640462875366,33008.0537109375,6.043611406807514,4.961624076103632,1.5974866876749871,-0.19133671765810475,-6.187488715368161,2.668169916828411,7.9839863231145,8.821489171354813
JPN,1992,4028564.75,16778856,422856.2326810166,0.9769787788391112,33160.19921875,3.5881606719598835,4.263940746441008,-0.842551151704285,-0.8343240690428222,0.4598754514859138,-6.187488715368161,2.668169916828411,7.9839863231145
JPN,1993,4149531.25,17373832,418862.46706723,0.9622207283973694,35268.4287109375,2.9585204969880152,3.484564385523825,-0.9489620667293863,-1.5221059323833712,6.163785490396734,0.4598754514859138,-6.187488715368161,2.668169916828411
JPN,1994,4282784.5,17914570,417624.5590675461,0.9612571597099304,34944.798828125,3.1608006111913056,3.0649182066387226,-0.2959780282804303,-0.100190262024831,-0.9218552857849005,6.163785490396734,0.4598754514859138,-6.187488715368161
JPN,1995,4521830,18478218,421748.2593843711,0.9671906232833862,39449.2763671875,5.431339699638826,3.0978284756482566,0.9825749424159369,0.6153635425778625,12.124606398833393,-0.9218552857849005,6.163785490396734,0.4598754514859138
JPN,1996,4756702.5,19100110,425065.5824717934,0.9742871522903442,43130.837890625,5.063789691473275,3.31014612057281,0.7834874426933425,0.7310473188215434,8.922253347988196,12.124606398833393,-0.9218552857849005,6.163785490396734
JPN,1997,4777019.5,19656206,423931.21876327816,0.9693620800971984,45991.298828125,0.42621403804865565,2.8699021226138655,-0.26722465429713793,-0.5067871972054507,6.42139851200767,8.922253347988196,12.124606398833393,-0.9218552857849005
JPN,1998,4719694.5,20131154,416264.81910143816,0.955534040927887,46941.1015625,-1.2072743532895558,2.3875449956189954,-1.824958006912425,-1.436781642300098,2.044143491944439,6.42139851200767,8.922253347988196,12.124606398833393
JPN,1999,4719478,20569596,409257.5033183114,0.9502054452896118,51512.310546875,-0.004587266522371181,2.154549783856652,-1.6977091707911285,-0.5592169930136892,9.292716124340927,2.044143491944439,6.42139851200767,8.922253347988196
JPN,2000,4835114,20985610,409903.0223955618,0.9637643694877625,56787.0966796875,2.42065064425816,2.0022901526058234,0.15760505800912483,1.4168615326974463,9.748830993818558,9.292716124340927,2.044143491944439,6.42139851200767
JPN,2001,4785269,21347102,406454.81903222535,0.962247908115387,53536.7509765625,-1.0362466033170037,1.7079028011263375,-0.844782445954273,-0.15747165304998215,-5.89407765755201,9.748830993818558,9.292716124340927,2.044143491944439
JPN,2002,4781225,21616970,400472.7925336411,0.9645771384239196,53964.015625,-0.08454508497859337,1.256266162179287,-1.4826946066369473,0.2417688567301443,0.7949094909356802,-5.89407765755201,9.748830993818558,9.292716124340927
JPN,2003,4860082.5,21860280,403031.6399949847,0.9689435362815856,53218.8203125,1.6358623256095939,1.1192637071214762,0.6369239566550888,0.45165333242352734,-1.3905348061435063,0.7949094909356802,-5.89407765755201,9.748830993818558
JPN,2004,4987367,22089786,408982.9096153027,0.9752994775772096,55855.84375,2.585270211678825,1.0444038294107116,1.465829936944374,0.6538240222640181,4.836205392697934,-1.3905348061435063,0.7949094909356802,-5.89407765755201
JPN,2005,5110410,22339618,411340.5831965095,0.980172872543335,55578.8759765625,2.43715206368762,1.1246364377903717,0.5748171528949797,0.4984376337896942,-0.49709524006189554,4.836205392697934,-1.3905348061435063,0.7949094909356802
JPN,2006,5169780,22576826,418251.5988718397,0.977266490459442,55649.5419921875,1.155049859280588,1.0562287846187957,1.6661621708486507,-0.29695777806731694,0.12706469519798702,-0.49709524006189554,4.836205392697934,-1.3905348061435063
JPN,2007,5270966.5,22772658,421441.9624891687,0.9819919466972352,56463.69140625,1.938360789917759,0.8636623838029323,0.7598912546219694,0.48237285199062424,1.4523954061054667,0.12706469519798702,-0.49709524006189554,4.836205392697934
JPN,2008,5180551,22904076,418582.9394412364,0.9696558713912964,53864.234375,-1.7302321051808178,0.575428018224855,-0.6807022222526271,-1.264187061203694,-4.713109912940894,1.4523954061054667,0.12706469519798702,-0.49709524006189554
JPN,2009,4892599.5,22909384,404512.3050357984,0.935030996799469,52753.08984375,-5.718766393861507,0.0231722294003589,-3.419289655292701,-3.6361556393119776,-2.0844356592281343,-4.713109912940894,1.4523954061054667,0.12706469519798702
JPN,2010,5114662,22903052,410794.7861496552,0.9651841521263124,58283.158203125,4.438755973160724,-0.027643149298128833,1.5411629634170865,3.1739233955632504,9.969082415138786,-2.0844356592281343,-4.713109912940894,1.4523954061054667
JPN,2011,5032318.5,22912650,411084.4706604353,0.9628744125366212,60572.171875,-1.6230504756135744,0.04189830002125916,0.07049320697074535,-0.2395923792913479,3.8522407593509556,9.969082415138786,-2.0844356592281343,-4.713109912940894
JPN,2012,5038807.5,22958282,413901.0531963672,0.9715787172317504,60199.10546875,0.12886346368734536,0.19895830785650048,0.682822521848081,0.8999301462557272,-0.6178084741291556,3.8522407593509556,9.969082415138786,-2.0844356592281343
JPN,2013,5089779,23054584,413140.5548636759,0.9892590045928956,58795.974609375,1.0064964207703753,0.41858788197899344,-0.18390817091376022,1.8033890646631787,-2.358409934436523,-0.6178084741291556,3.8522407593509556,9.969082415138786
JPN,2014,5020598,23181482,416013.9496016547,0.9852917790412904,60110.0517578125,-1.3685361037266475,0.548914860652161,0.6930930785820522,-0.40183629844296326,2.2103684565394133,-2.358409934436523,-0.6178084741291556,3.8522407593509556
JPN,2015,5154499.5,23319812,417855.1246806799,0.990736961364746,59046.7509765625,2.632097243670728,0.5949529406109377,0.4415988379625091,0.5511251931434323,-1.7847558538095498,2.2103684565394133,-2.358409934436523,-0.6178084741291556
JPN,2016,5042444.5,23445880,420754.6010020359,0.9887282252311708,58149.2822265625,-2.197903821123681,0.5391486792493794,0.6914987475699519,-0.20295752981215226,-1.5315984157025397,-1.7847558538095498,2.2103684565394133,-2.358409934436523
JPN,2017,5048890,23601760,425148.2777222719,1,54416.1640625,0.1277432806633172,0.6626499029358968,1.0388228584508497,1.1335782664976755,-6.635229217887506,-1.5315984157025397,-1.7847558538095498,2.2103684565394133
JPN,2018,5005677,23756432,429728.15543309954,0.9929007887840272,40297.67626953125,-0.8595748792076918,0.6532029345802215,1.0714815264647015,-0.7124530518463447,-30.036743674380517,-6.635229217887506,-1.5315984157025397,-1.7847558538095498
JPN,2019,5036891,23917982,425300.0587862312,1.000939965248108,24297.7861328125,0.6216358309369951,0.6777246107166235,-1.0357871617268088,0.8064054275873147,-50.590856593395905,-30.036743674380517,-6.635229217887506,-1.5315984157025397
KOR,1980,205997.46875,652970.0625,94085.17021730336,0.5599010586738586,27,NA,NA,NA,NA,NA,NA,NA,NA
KOR,1981,219423.875,707388.4375,99054.70812737006,0.5626528263092041,33.33329963684082,6.31414803357373,8.004864944083856,5.147186666916959,0.49027012138223025,21.07200204203661,NA,NA,NA
KOR,1982,235264.90625,769582.75,104266.11017369112,0.5708221197128296,41.5,6.970677847279028,8.426855328777094,5.127407792940808,1.4414848583062967,21.913654081195723,21.07200204203661,NA,NA
KOR,1983,264715.53125,845125.25,108184.3042317824,0.6090041995048523,35.66660153865814,11.794364252549272,9.363635636589684,3.68899105569902,6.474752644816906,-15.14787074634536,21.913654081195723,21.07200204203661,NA
KOR,1984,290810.25,930186.5625,109251.72294006338,0.6419909596443176,77.16670227050781,9.401521020428127,9.590032964252515,0.9818311132825386,5.2749058615112805,77.17533264737443,-15.14787074634536,21.913654081195723,21.07200204203661
KOR,1985,305082.3125,1018892.875,114388.5995265261,0.6473507881164551,106.39999914169312,4.79106246153016,9.108672925282768,4.594681502167752,0.8314101914312311,32.123752259380645,77.17533264737443,-15.14787074634536,21.913654081195723
KOR,1986,359630.28125,1122556.5,121644.29105080364,0.6645802855491638,130.1667022705078,16.449488995376882,9.689205230503717,6.149971933808729,2.6267367892781057,20.161038529587216,32.123752259380645,77.17533264737443,-15.14787074634536
KOR,1987,417624.75,1249065.375,128909.37959695813,0.689170777797699,217.9499969482422,14.950679485347429,10.678689820387177,5.800853493030189,3.6333411730406553,51.544971054567945,20.161038529587216,32.123752259380645,77.17533264737443
KOR,1988,475555.6875,1393028.375,132804.992775727,0.720306932926178,407.2595958709717,12.990068663928156,10.908449264873,2.977215877853645,4.418831332528573,62.518514512746926,51.544971054567945,20.161038529587216,32.123752259380645
KOR,1989,526183.5625,1560775.625,135202.16976837543,0.7243596315383911,565.4250106811523,10.116614130302892,11.370282891765093,1.7889379524367754,0.5610580798375231,32.81268698465895,62.518514512746926,51.544971054567945,20.161038529587216
KOR,1990,593101.8125,1778664.25,138588.96937542534,0.7402508854866028,840.1107177734375,11.971594482119663,13.06797680351064,2.474128549002863,2.1701165479312112,39.595601036837635,32.81268698465895,62.518514512746926,51.544971054567945
KOR,1991,674589.0625,2026416,143784.10358025113,0.7572715878486633,1147.3896484375005,12.873763436743957,13.040605420127882,3.680039628458154,2.2732794539383763,31.171108034662964,39.595601036837635,32.81268698465895,62.518514512746926
KOR,1992,729249.875,2267531.75,147097.58239216966,0.7546585202217102,1311.8555603027348,7.791272815431327,11.242318966427867,2.278329850356897,-0.3456601882282695,13.395310183951192,31.171108034662964,39.595601036837635,32.81268698465895
KOR,1993,800354.3125,2524120,151656.3008358519,0.7564611434936523,1757.901748657227,9.30380829069879,10.720058201622784,3.0520589468972403,0.23858125471936664,29.26783163366231,13.395310183951192,31.171108034662964,39.595601036837635
KOR,1994,903958.75,2819789.75,157476.002150315,0.7678952813148499,2251.0419921875,12.172920857427627,11.07698383025184,3.7656297547128403,1.5002203011532766,24.72723070886067,29.26783163366231,13.395310183951192,31.171108034662964
KOR,1995,1015576.5,3152982.5,164400.83088370485,0.7793711423873901,3754.508758544922,11.642798171159896,11.168650484499487,4.303445728941746,1.4833995402606521,51.15642367137143,24.72723070886067,29.26783163366231,13.395310183951192
